drug_name,num_prescriber,total_cost
MEPERIDINE HCL,702,667917.98
NATPARA,6,667917.52
SULFACETAMIDE SODIUM,804,661657.93
TETRACYCLINE HCL,145,658200.84
CODEINE SULFATE,639,654559.64
CYSTARAN,13,652661.89
TWINRIX,132,649458.67
DDAVP,40,649336.77
SOMA,56,649037.27
CHLORDIAZEPOXIDE-AMITRIPTYLINE,589,645499.18
SODIUM PHENYLBUTYRATE,4,643597.17
EPIVIR,269,643194.39
ERYTHROMYCIN-BENZOYL PEROXIDE,304,643021.22
PAMELOR,31,640667.33
ACETYLCYSTEINE,627,636073.44
CARDIZEM LA,320,634109.35
MENEST,808,633797.2
ALTACE,280,632560.33
NIMODIPINE,21,632328.73
ORAP,325,626973.82
INNOPRAN XL,82,624431.09
SANDIMMUNE,86,622215.73
GUANFACINE HCL,3003,621901.63
TRILIPIX,215,621399.23
DISULFIRAM,488,619261.18
AMPICILLIN SODIUM,237,618327.26
METHOXSALEN,15,618013.84
SINEMET 25-100,172,617541.8
MARINOL,21,617390.49
NIZATIDINE,1454,607939.35
MAXALT MLT,99,607814.26
DIPYRIDAMOLE,1598,607455.32
SINGLE USE SWAB,6066,605246.96
MIGERGOT,46,604921.99
KLONOPIN,233,603707.23
ANAFRANIL,20,602049.63
HEPSERA,41,599619.52
CATAPRES-TTS 2,128,598280.36
METHAMPHETAMINE HCL,52,597461.31
NULOJIX,18,596842.59
AFEDITAB CR,1253,591985.96
ZIAGEN,86,589084.69
LITHOBID,109,583696.13
MIMVEY,360,582139.3
PROAIR RESPICLICK,477,577775.12
SUPRAX,130,577497.44
OSMOPREP,149,575382.04
AZTREONAM,56,571609.69
HALOG,37,571423.1
AMIKACIN SULFATE,369,567335.97
FOCALIN XR,113,564040.64
EASY TOUCH,1330,558042.7
LIDOCAINE HCL VISCOUS,2968,547959.94
STALEVO 150,65,541547.26
SORIATANE,32,537483.7
GRISEOFULVIN ULTRAMICROSIZE,96,537023.39
DEXMETHYLPHENIDATE HCL ER,174,535669.37
AMPICILLIN-SULBACTAM,268,534957.97
SAVAYSA,108,532244.4
VITAMIN D2,1663,531486.5
OMNARIS,164,524283.32
RITALIN LA,116,522644.94
PARNATE,34,520183.56
EMBEDA,47,518069.73
FIRMAGON,34,515881.96
SIVEXTRO,8,513284.28
ZETONNA,164,512167.89
RIOMET,136,510113.43
ZYFLO,16,509894.48
CADUET,134,508161.54
PROCARDIA XL,194,508067.06
ISORDIL,48,506273.13
FLUOXETINE DR,251,505654.52
ELIPHOS,147,503672.87
ALTOPREV,75,500847.66
LIPOFEN,176,500739.17
PHENELZINE SULFATE,458,495452.29
PRED MILD,148,490972.35
CEFEPIME,120,489935.32
REQUIP,95,488334.28
DEPO-TESTOSTERONE,568,487679.91
OXACILLIN SODIUM,52,484500.45
NEOMYCIN SULFATE,1102,483230.28
CEFTAZIDIME,215,482481.46
BICILLIN L-A,79,482303.06
PACERONE,431,481108.12
AMOXICILLIN-CLAVULANATE POT ER,251,478466.43
ASTEPRO,174,472499.61
CLICKFINE,1294,466094.34
VECTICAL,140,463926.01
EVOXAC,83,463642.34
STALEVO 200,53,460964.43
FLUTAMIDE,253,454457.6
ACTOPLUS MET XR,66,454441.96
AVALIDE,185,453636.13
TRUEPLUS INSULIN SYRINGE,1126,448308.68
ARCALYST,2,447516.84
MONOJECT INSULIN SAFETY SYRNG,493,447084.65
"PANCRELIPASE 5,000",289,446807.44
ACETIC ACID,1009,445612.47
TARKA,207,443842.86
OPANA,25,440359.96
EDLUAR,93,439515.34
ZIDOVUDINE,649,439255.29
HAVRIX,139,435731.98
TRAVASOL,97,435631.72
NALOXONE HCL,80,434087.79
FLURAZEPAM HCL,1336,433263.62
DIPHENHYDRAMINE HCL,781,432525.32
NAPRELAN,35,426916.74
PHOSLYRA,130,425476.7
LORZONE,59,424220.79
ZOFRAN,15,423997.25
NITROLINGUAL,61,423159.9
BINOSTO,100,420712.27
PROGLYCEM,34,420270.95
CRIXIVAN,72,419551.35
IVERMECTIN,515,419393.88
SELENIUM SULFIDE,1233,419147.43
CLONIDINE HCL ER,102,417037.26
LAMOTRIGINE ODT,60,415329.42
FOSAMAX PLUS D,208,414611.63
METHOTREXATE SODIUM,1247,412266.39
CLARINEX,161,411942.16
ZANTAC,83,411811
FML FORTE,174,410935.89
AMPICILLIN TRIHYDRATE,2735,410458.28
HECTOROL,37,410317.42
FOSINOPRIL-HYDROCHLOROTHIAZIDE,646,410078.19
DICLOXACILLIN SODIUM,672,408391.88
RESTORIL,53,408040.83
FIORICET,78,408015.76
EURAX,47,406966.92
COMTAN,48,406226.71
GENVOYA,10,405775.15
TOPIRAMATE ER,52,404649.76
SKELAXIN,61,401445.57
LORAZEPAM INTENSOL,608,399750.4
AXERT,57,399197.65
DIVIGEL,191,397411.3
BETAPACE,46,395156.4
STAVUDINE,279,395152.16
CELONTIN,131,394150.94
PROLEUKIN,3,393612.73
TOLCAPONE,3,393443.55
FLURBIPROFEN,724,393418.3
PROTOPIC,34,393117.43
FEMRING,64,389227.27
GLUCOPHAGE XR,277,386866.54
GRANISETRON HCL,116,378863.75
TYPHIM VI,96,376623.19
RISPERDAL M-TAB,34,376311.23
JINTELI,349,375863.58
FLAVOXATE HCL,355,374706.63
PERINDOPRIL ERBUMINE,670,373430.79
INTUNIV,79,370639.33
PHENADOZ,149,370373.84
PINNACAINE,5,368762.44
FORFIVO XL,94,368681.34
PRAVACHOL,130,368553.76
DECITABINE,3,366787.5
YERVOY,1,362637.92
FOLIC ACID,2336,361913.11
CALAN SR,137,360630.2
GLYXAMBI,43,357994.02
IRINOTECAN HCL,29,353133.05
TOBRADEX ST,101,351012.5
ZEMPLAR,69,349467.68
SULAR,51,349147.5
REMERON,160,348165.36
CILOXAN,111,347905.21
PRENATAL PLUS,1371,346140.72
CEFACLOR,262,345874.75
RITALIN,194,345822.81
OXYCODONE HCL-ASPIRIN,293,344965.62
PHOSPHA 250 NEUTRAL,569,344589.63
ABILIFY DISCMELT,24,344104.56
FLURBIPROFEN SODIUM,432,344083.88
XIGDUO XR,62,343175.17
NUTROPIN AQ,18,339671.5
BUPAP,30,338748.8
NAPHAZOLINE HCL,534,338667.81
COSENTYX (2 SYRINGES),3,334835.72
CHLORDIAZEPOXIDE HCL,2414,333745.4
AMARYL,176,333549.29
SYMBYAX,47,332253.24
TESTRED,2,331079.05
RILUTEK,12,330640.58
ROCALTROL,194,328322.63
METHYLDOPA,1210,323216.67
NUVARING,223,322990.01
NAPROXEN SODIUM CR,11,321095.89
ZONTIVITY,54,320683.39
CORTIFOAM,35,319863.78
RETIN-A,231,318060.12
ANZEMET,5,315802.23
AMOXAPINE,417,315496.79
BECONASE AQ,89,314814.39
RENACIDIN,236,311703.47
SURMONTIL,58,306170.62
PYRIDOSTIGMINE BROMIDE ER,24,305018.76
DEXTROSE 5%-0.45% NACL,854,302014.95
ESTROPIPATE,1050,294286.98
MITOMYCIN,12,293950.53
VIRAMUNE,32,293223.74
DIASTAT ACUDIAL,26,292013.96
CORLANOR,45,291367.59
ZOLMITRIPTAN ODT,155,289756.94
SULFADIAZINE,50,289045.07
MOBIC,73,288314.78
NIFEDIPINE,261,287854.82
BRISDELLE,126,287673.89
ARTHROTEC 75,80,287105.41
CEFOXITIN,64,286414.54
ARAVA,17,285247.07
ROBAXIN,5,282527.72
RASUVO,28,281339.79
REPATHA SURECLICK,12,281083
STALEVO 125,36,280587.52
UNIFINE PENTIPS PLUS,617,280319.67
VIOKACE,19,275712.08
BACITRACIN-POLYMYXIN,522,273104.4
SINEMET CR,83,271433.49
TELMISARTAN-AMLODIPINE,146,269526.01
XULANE,197,268194.84
ZANAFLEX,61,267019.34
CONSTULOSE,539,265170.2
LONSURF,3,264844.17
BUTALBITAL-ACETAMINOPHEN,272,264337.83
CLIMARA PRO,135,264276.26
ABELCET,12,262920.31
ERYTHROMYCIN ETHYLSUCCINATE,56,261057.23
HYOSCYAMINE SULFATE,380,258655.88
POLYMYXIN B SULFATE,118,258166.16
PROSCAR,108,257415.61
ATACAND HCT,150,257411.92
DEXMETHYLPHENIDATE HCL,246,257238.89
AMINOCAPROIC ACID,31,253285.16
UNITHROID,330,252380.9
HUMALOG KWIKPEN U-200,17,251780.92
GRANIX,9,251506.13
PROCHLORPERAZINE,143,249647.04
DEMEROL,150,248922.27
CLOBEX,21,247545.1
ORTHO TRI-CYCLEN LO,145,247472.61
ZORBTIVE,1,245515.48
ULTRA COMFORT,771,245225.82
PHOSPHOLINE IODIDE,86,244866.98
GLYBURIDE MICRONIZED,1160,243689.54
INTERMEZZO,69,243623.6
ZOLADEX,14,243363.98
JEVTANA,2,241284.69
BETAPACE AF,34,239431.49
TRILYTE WITH FLAVOR PACKETS,569,239155.91
PYLERA,25,235179.14
DAYTRANA,58,235020.92
ACCUPRIL,152,233583.83
ZERBAXA,14,233253.82
FUSILEV,5,232493.86
TORISEL,3,231374.07
RIMSO-50,21,231276.47
LASIX,437,230937.92
PROMETHAZINE VC,246,230407.74
CUVPOSA,32,228159.65
DESOXYN,15,227521.64
WATER,461,227395.07
PREVIDENT,879,226803.71
IMURAN,49,226555.87
ULTRACET,62,226128.52
AFREZZA,34,224617.46
MOZOBIL,1,223897.82
FIORICET WITH CODEINE,20,223843.46
KENALOG-40,492,223326.97
PREDNISOLONE SODIUM PHOSPHATE,237,223111.89
VENTAVIS,1,221825.68
BUNAVAIL,33,221613.03
MODERIBA,13,221499.61
ADAPALENE,80,221294.98
XEOMIN,6,220717.23
TRIMETHOBENZAMIDE HCL,170,220634.18
DUAVEE,90,220359.71
DERMASILKRX SDS,3,219952.71
LUPRON DEPOT-PED,10,219837.92
SECONAL SODIUM,11,218390.51
CARTEOLOL HCL,509,213584.9
APRACLONIDINE HCL,95,213099.55
NALFON,26,212977.78
INCONTROL PEN NEEDLE,403,212912.96
NITRO-BID,228,212281.61
AMCINONIDE,31,212069.59
FLOMAX,57,211178.97
IXEMPRA,4,210801.39
CATAPRES,69,210503.02
BLEPHAMIDE,69,209245.06
DOVONEX,14,209184.67
AVINZA,28,208749.56
XENICAL,31,208247.45
ADCETRIS,1,208201.74
BLINCYTO,1,206824.08
HUMIRA PEN CROHN'S-UC-HS,2,205782.7
ZESTORETIC,76,205545.69
TINIDAZOLE,64,205338.88
MIMVEY LO,140,203656.31
FLUCYTOSINE,1,203298.4
ALPRAZOLAM ODT,114,203230.04
AVANDIA,39,203117
NORPACE CR,33,202556.98
PERTZYE,10,202239
NEXIUM I.V.,20,202049.44
CORGARD,87,201555.94
TRIFLURIDINE,103,200757.68
ACTOPLUS MET,32,200474.88
M-M-R II VACCINE,55,200354.21
LANSOPRAZOL-AMOXICIL-CLARITHRO,24,198870
DILANTIN-125,112,197285.57
MOEXIPRIL-HYDROCHLOROTHIAZIDE,401,196645.45
DITROPAN XL,64,195981.4
MAPROTILINE HCL,195,195152.2
DOXY 100,36,194750.44
SPRINTEC,1069,194390.93
CARBAGLU,1,194234.5
ALPRAZOLAM XR,401,193698.65
LORTAB,32,192771.91
ACUVAIL,26,192668.37
DORIBAX,9,191245.19
ZONALON,16,190266.36
PRINIVIL,184,189590.34
ARZERRA,1,189011.04
SOLODYN,15,188789.32
MENOSTAR,80,188239.56
CLARINEX-D 12 HOUR,59,188125.57
XARTEMIS XR,42,187856.96
CARNITOR,42,187643.06
EPIVIR HBV,39,185387.47
EASY COMFORT INSULIN SYRINGE,216,185262.94
BIMATOPROST,37,183266.08
TRANEXAMIC ACID,55,182045.49
ZOFRAN ODT,7,181705.66
FML S.O.P.,88,181324.3
PRUDOXIN,33,181236.4
GLUCOTROL XL,180,180251.12
EASY-TOUCH INSULIN SYRINGE,502,178231.33
PREDNISOLONE,644,178071.66
CHLOROTHIAZIDE,392,177576.24
GABLOFEN,7,176972.35
METHYLPREDNISOLONE SOD SUCC,183,176785.02
TRI-SPRINTEC,1039,176600
CHORIONIC GONADOTROPIN,12,175785.7
ASTAGRAF XL,15,175163.17
KENALOG,17,172605.17
LEVOFLOXACIN-D5W,215,172169.95
ELIGARD,15,170838.98
CARBOPLATIN,112,169828.33
COMPRO,109,167059.83
FORTESTA,27,166963.68
TESTOSTERONE ENANTHATE,130,165777.73
FIORINAL,39,165638.08
PREMPHASE,98,164942.41
MARPLAN,25,164467.39
AZELEX,31,163691.29
GANCICLOVIR SODIUM,11,162900.99
ULTRAM ER,41,162828.26
STARLIX,55,162165.79
NIACOR,477,161429.21
ZARONTIN,50,161173.4
GRISEOFULVIN,49,160712.7
ALOCRIL,54,160381.03
SOOLANTRA,34,160315.28
PROZAC WEEKLY,57,159920.33
PROMETRIUM,94,159569.49
LOPREEZA,94,158833.77
ACTIGALL,20,158462.05
PEGASYS PROCLICK,3,158021.63
PRANDIMET,22,157178.19
CLOCORTOLONE PIVALATE,15,156175.15
AMBISOME,10,155654.14
DOXYCYCLINE IR-DR,18,154145.58
PROCTOFOAM-HC,73,154121.94
VIDAZA,2,153736.87
GLEOSTINE,37,153648.51
SEVELAMER CARBONATE,27,153596.15
QUDEXY XR,14,152881.91
PEGINTRON REDIPEN,4,152764
TOBREX,70,152277.2
RIMANTADINE HCL,35,152248
ACTIVELLA,58,151748.1
NEOMYCIN-POLYMYXIN B,117,150879.77
PROPRANOLOL-HYDROCHLOROTHIAZID,297,150361.26
RHINOCORT AQUA,69,150312.47
CARDURA,97,149616.45
JUNEL FE,567,149333.61
ARTHROTEC 50,41,149255.02
VELETRI,2,148546.14
TYZEKA,13,148361.5
ALORA,140,148201.27
CYCLOPENTOLATE HCL,278,147822.18
STROMECTOL,160,146768.23
GENTAK,298,144918.06
XANAX XR,28,144623.28
FOSAMAX,93,144071.39
NORTREL,540,143667.45
PEGANONE,31,143394.29
CATAPRES-TTS 1,48,143163.51
CASODEX,21,142767.19
DEFEROXAMINE MESYLATE,24,141755.08
CONZIP,25,141601.33
RYTHMOL,24,140991.81
DYAZIDE,202,140713.76
SF 5000 PLUS,1016,140148.13
LITHIUM,241,139163.24
CRYSELLE,497,137492.05
AZASAN,31,137352.61
UROCIT-K,41,137147.79
ELIXOPHYLLIN,55,137003.75
ISONIAZID,918,136706.68
DEPO-PROVERA,19,136624.98
XIAFLEX,2,135834.32
TOFRANIL-PM,9,135643.91
DIAMOX SEQUELS,22,135560.97
MECLOFENAMATE SODIUM,24,134729.24
SEMPREX-D,39,134346.49
TOFRANIL,10,134278.71
AZACTAM,14,133179.03
PACLITAXEL,69,132825.37
FAMVIR,10,132608.98
PREVNAR 13,31,132559.17
NECON,478,131651.94
SOLU-MEDROL,246,131470.89
LITE TOUCH,229,131330.5
ERGOLOID MESYLATES,18,131238.14
PANRETIN,2,130994.77
ESOMEPRAZOLE STRONTIUM,55,130973.42
SIGNIFOR LAR,1,129888.96
FEMHRT,86,129848.77
SULFACETAMIDE-PREDNISOLONE,170,128821.73
TREXALL,50,128820.48
ACZONE,26,128262.76
CLARAVIS,24,128079.22
OCELLA,200,127637.32
BENZONATATE,263,126837.47
NORITATE,7,124022.37
OXSORALEN-ULTRA,2,123876.46
YF-VAX,32,123700.39
METHENAMINE MANDELATE,107,123633.88
STALEVO 75,16,122116.46
LO LOESTRIN FE,90,121663.71
K-SOL,49,120863.63
GILDESS FE,490,120369.14
TRANXENE T-TAB,19,119248.17
MAGELLAN INSULIN SAFETY SYRNG,82,118631.53
EASY TOUCH ALCOHOL PREP PADS,834,118367.33
VFEND,3,117688.76
MICROGESTIN FE,453,117453.04
E.E.S. 400,23,116711.89
STRIVERDI RESPIMAT,48,115905.85
DALVANCE,3,114031.35
URSO FORTE,21,113917.15
ESTRADIOL VALERATE,43,112651.46
TREZIX,22,112381.99
CARDIZEM,11,112316.58
LIORESAL INTRATHECAL,6,111950.04
DIFLUCAN,9,111820.32
GLUCOVANCE,64,111690.12
WELLBUTRIN,38,110467.57
AMPHOTERICIN B,28,110219.08
SONATA,28,109999.98
DOXIL,3,109867.91
TOLMETIN SODIUM,51,109528.15
MILRINONE IN 5% DEXTROSE,11,109412.77
MACRODANTIN,26,108563.24
BICILLIN C-R,13,108410.67
FENOPROFEN CALCIUM,42,108357.79
GAMASTAN S-D,12,108258.8
PEPCID,19,107495.74
MIRVASO,25,107171.2
AMERGE,12,106466.35
AVYCAZ,3,106112.34
XYZAL,75,105534.58
DYSPORT,4,105380.79
ENJUVIA,88,105228.45
GASTROCROM,4,104411.52
EMCYT,6,103212.45
SURE COMFORT ALCOHOL,496,102974.91
TYLENOL-CODEINE NO.4,34,102947.18
MINASTRIN 24 FE,70,102757.3
GALANTAMINE HYDROBROMIDE,31,102391.68
CORTEF,84,102330.78
CETIRIZINE HCL,330,102066.54
DOXORUBICIN HCL LIPOSOME,2,101110.34
INSPRA,32,100367.16
CYANOCOBALAMIN INJECTION,325,99188.44
NARDIL,46,97735.91
PAREGORIC,26,97598.73
BACTROBAN NASAL,40,97291.21
APRI,398,97233.5
CLINIMIX E,13,97215.18
HALAVEN,2,97187.98
VEXOL,50,96959.55
GOLYTELY,226,96895.02
RECTIV,14,96836.75
TETANUS DIPHTHERIA TOXOIDS,128,96709.1
HEXALEN,5,96536.23
TABLOID,10,95871.68
ZIAC,44,95507.43
PFIZERPEN,35,95437.74
ACCOLATE,38,94471.83
LACTATED RINGERS,113,94382.09
VEREGEN,3,94315.01
TRINESSA,488,93555.08
STALEVO 50,11,93252.97
CLEMASTINE FUMARATE,200,92990.86
CYCLAFEM,338,91627.94
METADATE CD,22,90954.38
AKYNZEO,10,90832.53
PROTONIX IV,62,89848.92
TIMOPTIC-XE,35,89114.42
ARISTADA,3,88676.81
TOPICORT,14,88595.08
PENICILLIN G SODIUM,6,88035.2
CARBINOXAMINE MALEATE,126,87731.89
FENOGLIDE,13,87186.38
LOW-OGESTREL,330,86159.81
GIANVI,132,85935.8
ALDACTONE,66,85517.15
ERAXIS (WATER DILUENT),5,85325.19
COARTEM,13,85063.06
PENICILLIN G POTASSIUM,7,84968.77
TRETINOIN MICROSPHERE,17,84308.26
TRI-PREVIFEM,422,83726.71
METHYLPREDNISOLONE ACETATE,178,83512.14
LESCOL,42,83352.06
METHYCLOTHIAZIDE,136,82618.65
VANCOMYCIN,90,82306.22
DEPO-ESTRADIOL,63,82157.26
DENTA 5000 PLUS,640,81882.99
MYCOBUTIN,8,81324.97
NORPRAMIN,25,81278.16
SIRTURO,1,80555.4
VICTRELIS,1,80014
AUVI-Q,12,79569.07
XOPENEX,16,79513.56
NORETHINDRONE,343,78965.95
JUNEL,282,78653.78
RESCRIPTOR,17,78310.28
TESTOPEL,6,77778.19
VAQTA,35,77598.33
LYSODREN,9,77512.8
CORTISONE ACETATE,51,77053.81
DOBUTAMINE HCL IN DEXTROSE,25,76768.9
NEOMYCIN-POLYMYXIN-GRAMICIDIN,86,76651.62
TIAZAC,63,76398.13
CLINIMIX,10,76164.81
BCG (TICE STRAIN),10,75692.18
EVAMIST,40,75668.14
INSUPEN,202,75546.99
ZENZEDI,13,75516.22
METADATE ER,54,75473.2
LORYNA,115,75218.67
MAGELLAN INSULIN SYRINGE,58,74762.08
ZOMIG ZMT,7,74664.18
MIDAZOLAM HCL,133,73411.85
IRESSA,1,73262.85
ELESTRIN,25,72960.95
KLOR-CON M15,134,72604.35
CLOBETASOL EMULSION,9,72547.35
PRIMLEV,4,72308.89
CORTISPORIN,26,72242.08
TWYNSTA,31,72049.6
AEROSPAN,21,71990.92
CAFERGOT,13,71599.16
MATULANE,3,71305.87
URSO,17,71167.23
METROGEL,11,71069.6
ULTRESA,2,69799.05
ERYTHROCIN LACTOBIONATE,3,69795.32
BUTISOL SODIUM,24,69254
VANISHPOINT,41,68851.86
ACETIC ACID-ALUMINUM,54,68322.78
PRALUENT PEN,4,68066.54
MYOBLOC,4,67145.65
VIBRAMYCIN,30,67036.74
BLEPHAMIDE S.O.P.,36,66711.13
METHYLDOPA-HYDROCHLOROTHIAZIDE,81,65710.46
ARNUITY ELLIPTA,21,65326.83
TRUSOPT,53,65129.47
ALCOHOL SWABS,1187,65122.16
DUETACT,11,64786.49
AGRYLIN,7,64727.93
EPINEPHRINE,25,63749.34
QUILLIVANT XR,12,63468.9
VERELAN,19,62946.27
HALDOL DECANOATE 100,17,62672.11
CIPRO HC,18,62573.81
LOMOTIL,24,62216.25
PRAMOSONE,20,62186.72
SOLU-CORTEF,62,62027.33
TOBI,1,61770.5
NADOLOL-BENDROFLUMETHIAZIDE,43,60983.02
INDOCIN,8,60906.39
ALTABAX,14,60816.14
AMNESTEEM,17,60812.32
DEXTROSE 5%-0.9% NACL,129,60425.59
VUSION,7,60313.8
ADALAT CC,66,60244.53
MENACTRA,19,59781.12
BIAXIN,11,59698.02
DETROL,21,59587.16
DEMADEX,29,59489.99
CEFTIN,6,59183.63
FOSCAVIR,1,59130.22
MAXZIDE,45,58937.45
VERELAN PM,22,58714.66
VARIVAX VACCINE,9,58543.15
BACTROBAN,17,58499.84
AVIANE,272,58351.19
VASERETIC,12,58327.18
SAFETYGLIDE INSULIN SYRINGE,78,58123.34
ZARAH,87,57541.93
TIMOPTIC,27,57231.68
DERMACINRX SILAPAK,1,57005.19
DASETTA,221,56606.6
DEPACON,1,55314.48
LINDANE,23,55307.35
ADVOCATE SYRINGES,67,55211.84
PREPLUS,267,55041.48
MONONESSA,276,54692.13
GILDESS,196,54686.11
CRESEMBA,1,54549.03
ORSYTHIA,247,53853.92
PEGINTRON,2,53798.81
MEFLOQUINE HCL,57,53716.73
TYBOST,19,53135.48
AZACTAM-ISO-OSMOTIC DEXTROSE,8,52520.49
TRI-LINYAH,291,52130.96
LUZU,3,51944.22
MILLIPRED,19,51736.59
ERTACZO,6,51523.47
OLEPTRO ER,32,51429.39
SOLTAMOX,6,51223.33
MENTAX,21,51037.43
TIGAN,18,50923.09
TROPICAMIDE,86,50688.22
DUTOPROL,28,50477.78
SYNERCID,2,50457.11
ETIDRONATE DISODIUM,13,50349.05
SALICYLIC ACID,20,50214.1
MICROGESTIN,190,49902.5
LEVORA-28,204,49774.41
PROPANTHELINE BROMIDE,61,49539.9
VESTURA,78,49400.64
ZITHROMAX,8,49066.45
PHENOBARBITAL SODIUM,4,48869.64
SYEDA,80,47796.73
HALCION,23,47233.95
CARDURA XL,35,46935.51
PREDNICARBATE,30,46705.1
TRIGLIDE,16,46301.01
VANTAS,1,45810.32
GLUCOTROL,35,45246.95
PREFEST,33,45030.71
IOPIDINE,10,44959.94
SINEMET 25-250,20,44503.03
ULTRA-THIN II,84,44487.6
TENIVAC,44,44237.82
DAYPRO,13,44062.82
AZURETTE,115,43610.61
DUTASTERIDE-TAMSULOSIN,10,43595.03
ALDACTAZIDE,42,43486.59
DEPO-MEDROL,122,43403.55
CIPRO,16,43069.14
CYCLOSERINE,3,42866.37
TENORETIC 50,17,42858.37
APEXICON E,5,42785.52
PHENYLEPHRINE HCL,50,42601.72
DROXIA,69,42481.38
LOTENSIN,45,42171.92
KARIVA,102,42028.98
CLINDAMYCIN PHOS-BENZOYL PEROX,19,41941.04
PYRAZINAMIDE,24,41840.38
RECLIPSEN,179,41740.93
MALATHION,10,41409.4
METAPROTERENOL SULFATE,49,41102.46
EXELDERM,11,40911.64
ZOMETA,3,40727.65
ADVOCATE PEN NEEDLES,54,40542.39
ROBAXIN-750,11,40486.68
PHENOXYBENZAMINE HCL,1,40346.73
DIANEAL WITH 1.5% DEXTROSE,2,40339.91
SYNERA,4,39956.1
NORA-BE,153,39239.7
CAMILA,162,39149.07
ROWASA,2,39115.6
MENOMUNE-A-C-Y-W-135,11,39067.22
POTASSIUM CHL-NORMAL SALINE,21,38584.99
AMIFOSTINE,1,38140.1
MAXZIDE-25 MG,63,38119.88
BICNU,1,37983.28
HEALTHY ACCENTS UNIFINE PENTIP,89,37947.4
PREVIFEM,207,37770.35
ENPRESSE,150,37763.5
SODIUM CITRATE & CITRIC ACID,57,37741.17
K-PHOS ORIGINAL,86,37574.12
ASMANEX HFA,10,37567.88
DILATRATE-SR,18,37487.43
MAGNESIUM SULFATE,88,37387.7
MONO-LINYAH,208,37303.62
VOL-PLUS,147,36599.61
MEDROL,50,36534.81
NEOSPORIN G.U. IRRIGANT,15,36506.84
ONMEL,2,36455.52
PREVIDENT 5000,166,36421.82
LEVAQUIN,7,36362.76
BELLADONNA-OPIUM,4,36176.89
NORPACE,9,35415.08
OGESTREL,72,35391.99
MINOCIN,3,35310.38
ANGELIQ,23,35229.87
AZULFIDINE,19,35036.1
ZYLOPRIM,25,35009.86
VIORELE,94,34718.91
ESGIC,15,34687.47
CHLORPROPAMIDE,35,34320.89
SF,270,34268.11
FML,17,34151.49
1ST TIER UNIFINE PENTIPS,88,34149.76
CHLOROQUINE PHOSPHATE,45,34093.66
LUTERA,168,33743.19
CALCIUM GLUCONATE,13,33696.28
MEFENAMIC ACID,4,33266.77
LEUPROLIDE ACETATE,3,33264.14
COLAZAL,4,33186.34
ZENATANE,6,33107.18
LIDOCAINE-HYDROCORTISONE,10,32884.91
PORTIA,129,32866.2
AVELOX,7,32660.89
LOFIBRA,18,32609.06
CIPROFLOXACIN-D5W,39,32591.37
QUINIDINE SULFATE,139,32590.62
NP THYROID,124,32540.88
XODOL 10-300,4,32526.07
RAZADYNE ER,8,32276.55
ALBUMIN (HUMAN),1,32253.94
PROCHLORPERAZINE EDISYLATE,7,32215.81
FLAREX,29,32214.95
SECTRAL,12,32156.77
LEVALBUTEROL CONCENTRATE,9,31767.01
LIVIXIL PAK,1,31430.69
TRIVORA-28,128,31284.66
ERY,31,30408.19
PREVIDENT 5000 SENSITIVE,150,30260.64
RELION PEN NEEDLES,108,29892.49
CHEMET,1,29808.27
TRANDOLAPRIL-VERAPAMIL ER,17,29625.39
ALYACEN,108,29575.89
COLESTID,13,29196.63
DESFERAL MESYLATE,3,29113.88
NORGESTIMATE-ETHINYL ESTRADIOL,156,28738.27
RHEUMATREX,7,28730.31
CANTIL,10,28514.4
ALOMIDE,12,28473.16
BALZIVA,86,28209.9
METHADONE INTENSOL,41,27965.48
EASY TOUCH INSULIN SAFETY,31,27937.03
AK-POLY-BAC,73,27491.38
CORDARONE,13,27354.5
TYLENOL-CODEINE NO.3,24,27303.92
PREVIDENT 5000 PLUS,119,27206.97
SALAGEN,11,27122.08
NATACYN,7,26931.38
MINOCYCLINE HCL ER,6,26916.91
KELNOR 1-35,94,26916.44
PAPAVERINE HCL,30,26592.86
JOLIVETTE,115,26456.68
ZERIT,5,25949.41
PLETAL,19,25924.27
AMETHYST,46,25853.12
DESONATE,4,25746.07
ASSURE ID INSULIN SAFETY,40,25544.22
HIPREX,13,25527.12
PODOFILOX,22,25402.24
FLUMAZENIL,30,25369.96
VITEKTA,2,25183.07
CYTOTEC,4,25180.51
LEVONORGESTREL-ETH ESTRADIOL,123,25144.45
ENGERIX-B ADULT,21,24866.71
FOCALIN,15,24832
TAZICEF,13,24825.02
BEYAZ,15,24807.69
ELINEST,97,24722
CESAMET,1,24623.76
CEFEPIME-DEXTROSE,15,24607.36
EASY TOUCH INSULIN SYRINGE,81,24597.95
DOBUTAMINE HCL,13,24518.33
SODIUM SULFACETAMIDE-SULFUR,9,24281.98
REGLAN,9,24086.92
FALMINA,118,23969.62
ALBUTEIN,4,23921.48
BENTYL,18,23873.78
ERRIN,118,23755.43
VALPROATE SODIUM,4,23725.93
CLODERM,4,23475.84
ZOVIA 1-35E,84,23201.81
GRASTEK,6,23188.85
AVEED,2,22992.27
YASMIN 28,19,22837.46
TAPAZOLE,20,22814.36
RECLAST,1,22585.11
DIFFERIN,7,22576.68
YAZ,18,22439.55
CAPECITABINE,1,22417.14
VISTARIL,6,22156.91
TRI-LEGEST FE,36,21874.16
ERYGEL,5,21757.74
HYDREA,21,21606.71
QUALAQUIN,7,21585.62
